polarity,text
1,I love all of my new tweeties. Welcome &amp; pls tweet me to we can get to know each other. 
1,Home from la playa. Apart from it being super cold n overcast n the random jagged waste in the sand it was fun  volley n football at least
0,i wanna go to no doubt and paramore!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!concert tomarow but no one wanna go with me 
0,i get so distracted... 
1,I am loving this game right now 
1,oops I Mean www.wavycrocket.com 
0,I have no idea what you guys are talking about. I feel like im not a bro of yours anymore 
0,@mkv_ug well i tried that too and it won't do anything when i click to download either 
0,"Up early for a package being delivered, wouldn't care but its not even for me, Its for ma brother "
0,@MakeupBag I would love to get this one http://bit.ly/Xt028  but the price 
1,At work and it sucks i wana be at home and have another saturday night! 
0,hates Mondays  .. monday blues ..
1,@katemalloy u always make me laugh 
0,is waiting patiently for @Therapeutic_C to come home 
0,uon't go to school today. Sorry sports jrn 
0,Have that I'm missing the sun today. Hope to feel better later. 
1,@Nikki_Louise aww I'm just watching that too. Bless 'em!  xxx
0,"@yilz hehe! that's for the future, no baby just yet "
0,"it's a nice day out, and i am @ work. "
0,i hate shopping with my mom...i NEVER find anything 
1,What a fun night. 
1,@PJCox haha i'm far from that! Nah just the usual random moods and opinions 
0,playinq my bros DS; he really messed it up!!  qrr. &amp;&amp; i wanted cookinq mama!! but i quess not.
0,"@JF_Kennedy I hope your week gets better, lol-I know I don't know you, but I've seen your tweets  awkward? maybe...feel better* ; )"
0,"RIP Ed McMahon.  It's been a tough week for Philly-connected broadcasters. (We lost Gary Papa a few days ago, too.)"
1,Robert Won Breakthrough Male 
0,Cleaning up my room and waiting for the Iphone Update.... Come on already 
1,@thisismyiq Happy Birthday hope ya day is filled with joy 
1,"Good morning, friends! "
1,Freebie: Keep your teeth in great shape withgh free Arm &amp; Hammer Advance White http://short.to/1cp2 Follow me for your Twitter freebies! 
0,@x_Maxine_x aw okk hurry back  you will be missed!
0,"@mwick_ omfg, nooooooo  that hurts my heart "
0,@DLIMedia  I'm so sorry...hope things get better for you.
1,about to head back to LA... but just for a short period of time!! 
1,"@junomagic  I hope they are marvelous, tho!"
0,@knightryder76 uh you gave working a try. Maybe you should go back home.  Work should let you. You don't want to infect someone else.
1,"What beautiful morning!!! Thank you, God!!!! "
0,"@beccadaisical I do. It's on Facebook now, but it's really, really blurry. Bad picture. "
0,Doesn't know how people like@coollike @BluntNate &amp; @PhillyD make their videos so quickly it takes so long to edit 
1,is off to this place called school. 
1,excited for macaroni night! Fun and delicious. I have the very best of friends 
1,introducing the wonderful world of nsn to emileh 
1,"@paris_corrupted yesyes he is, rugby player too  &lt;3"
1,@nattymsmith oooooh nice  bet she lovessss it
0,@miranorris thats why! can die of boredom. 
1,#andyhurleyday 
0,I think I have figured out ANOTHER reason why I hate shopping... it's my handbag... it's so damn heavy!!!!  kills my back!
1,"@sxckim29 Yes,it has it's moments "
1,Going to join a new sydicate lake. Can wait to explore the lake and catch my first carp from it. 
1,whooooo. Getting the wig tightened up. 
0,http://twitpic.com/7pouq - I accidentally the whole thing   I ripped my yoga certification in half.
0,"@dgou Nope, I meant &quot;out of town for other reasons and thus unable to attend.&quot;  My english skills are lacking today!"
0,On our way home 
0,no free minutes yet! 
1,"@SabrinaDee paint it, like what u did with ur hair "
1,@dee61 Thank you 
1,i've decided...i'm planning a trip! 
1,"@mls79 explain it to me, too "
1,"@fwdmotion I love making bread, makes the whole house smell like Heaven! "
1,*in the US. Fat fingers + iPhone = fail 
0,"@Ghad0or take me with u , I wanna see it "
1,Calling All European Blockheads follow @Rhinecruise09 They need our support for an NKOTB Euro Cruise! Let's get this!  xx
1,E3 is here! 
0,@UryaV Someone in my msn list has had that quote in his/her name for AGES 
0,@KelleyWithAnE I'd go if I could. 
0,i desperate need of a Miami trip. Its been almost 4 years. 
1,Haha vacuumed comforter before takin' it to the laundry-mat  goodbye horrid kitty hair! Lol
1,Listening to Janet Jackson's &quot;Together Again&quot; 
1,Blackberry twitter app  woohooo
0,@madeofhoney1 where going to dinner. i love you. i didnt like how u were mean. bye. if ur gonna be mean then 
1,At iHOP eating a bountiful vegetable omelette. Yummy vegetarian food 
0,"I had a story about they shower I just took, but I forget what happened. It was so funny though "
1,@Fantattitude i have a sad life too. no worries  lool. is that you in your twitter picture thingy?
1,"- on da phone with alicia hauser, singing together! "
1,"@eventaussie hello all my faves and my sister yr back,I have missed you so bad "
1,"@StephenSchmuldt (cartel) -- his voice is so, &quot;Hallelujah&quot; "
0,@shinyflash my plans might have just gone out the window too  bit gutted.
1,I get a wonderful reminder every Sunday just how much I love Church 
1,bed  amused
1,thinks she has the bestest boyfriend for buying me a sega megadrive 
0,Has to go into Uni on a Sunday  not cool
1,haha totally forgot... Rico Tubbs on the guest mix this week on NSB 
0,Damn that bike is heavy. Sakit tanggan ku 
0,just finished reading Half Blood Prince...I forgot how sad the last couple chapters were D: D: 
1,Doing fine. Getting ready to record some D&amp;D 4e audio for you! 
1,"hates, monday, but loves this week "
0,@StewartKris Kristen! Please follow me.  I really really want to communicate with you! PLS PLS PLS. IM BEGGING!!!! I LOVE YOU!  pls??
1,@Kenny_Wallace  Howdy from Florida  
0,It's Monday again and back to work 
1,@TiffanyGiardina Omg Omg Ik Tiffany! See You There Whoooo  Mrs.CJBaran&lt;3
0,Boring arse Saturday afternoon.. and my roller blades are missing 
1, summmmeerrrr.. love it!
1,Time for my nightly ritual of lauging at something funny before I hit the sack... Goodnight all! 
0,I keep losing 3G since upgrading to 3.0 and I'm finding Twitterfon to be slower - grrr 
0,I wish Eric Draven was real. 
0,I had a dream last night shaun diviney actually wb to 2 of my comments! ahh.. I'm so sleepy! 
1,@Valv30 it works better for me if I use it while in the shower....then no ragged edged 
0,is feeling rather unwell - my head feels like its going to burst with all the information inside of it 
0,"@mardenalmighty YOU KNOW IT!!!! Got the leg workouts for days, but my leg is still fucked! sux "
1,Please support Malaysia local band - Couple  I like their songs http://www.myspace.com/couple
0,very old fellow wearing hollister cologne. no me gusta 
1,@Solar257 You're reading my mind man. 
0,damn myspace isnt working 
0,@LilithHecate OH GOD. THERE ARE PROBABLY NOT ANY WORSE WAYS TO PASS THE TIME 
0,Feeling sickish and bummed 
0,@tidesandclouds  I'm gonna come out there for that or some shit. have to.
0,@SportsCenter Don't post stuff like that!!!  #bulls
0,@flashbulbhalo What happened? 
0,"Im gonna wait 2 get the new iphone, my contract isnt up yet anyway!!  looks cool though! Back 2 sleep!"
0,buttercookies is tonight... 
0,aaahhhh missin my boo 
1,@Ikramxxx  http://tinyurl.com/qfg7jl Don't know if this works for you.. you have to be a livejournal member though 
0,trying to set up my mobile so i can update twitter on the go. It dont work 
1,Figuring out twitter.. 
1,"(8)it's like zero gravity(8),,, love that song  David Archuleta ftw!"
1,life is like a box of chocolate.....smile today is a beautiful day 
1,almost summer !! only 4 more days yay! 
1,@luciuskwok Aw I want to watch it. Let me know what you thought of it 
0,@NoBatteries Oh boo. Okies. Fred has to run in the AM or we'd be there. 
1,Have had a wonderful day with Josefine... now time to find something to do since sheï¿½s on her way to the train to Luleï¿½... hmmm.... 
1,Winning day all day on Tay FM with London Nightclub - entry for you and a mate to Dave Pearce's Dance Anthems tour this Saturday night!  
1,"Good morning starshine, the earth says hello! "
0,I miss my friends 
1,uggh! my irritating italian neighbors are playing irritating italian music...really loud! good thing i can say &quot;SHUT UP&quot; in italian 
0,@MissBliss78 ill have to DM or txt u 
1,@cpokrzywa awesome...and follow up e-mail sent as well. 
0,How long does it take Microsoft to action an new 'Technet Plus Direct' order? My CC hasn't been charged; no communication 2 days later. 
0,coffee time! i miss my caramel macchiato 
0,Trying to email a complaint to Irish Rail is impossible 
0,@Katspjamas Yeah well someones nicked it from here 
0,Awww. My step granny is busy getting ready to pass away. Renal failure  I miss my family.
0,My tea was yummmy to bad I have to do homework now 
0,Why dont Girls Aloud have twitter  @welovepop
0,Monday Blues ! 
0,I really miss my ipod 
0,   I just lost a member of my family 
0,"Gah, why does she want me to go in for four hours? "
1,"Just did a Skype video call from 30,000+ feet on @SouthWestAir 's free WiFi.  I didn't have my headset to really talk, but we waved "
0,"@Marcialovespink OMG me too!! Stupid Skype.  Hahaha, hang in there. July's coming!"
0,@DonnieWahlberg I am soooo jealous...I want to be at meet n greet on Thursday soooo bad!!! 
0,I just filled out the forms to stop contributing to the retirement account i had set up with my employer  I have to pay off my credit card
0,@CosgroveMiranda hey! my sis and i are such huge fans! especially my sis. she tried sending a video to icarly.com but it couldn't load. 
0,@ComcastBonnie I'm afraid to use my Internet. So I don't know what to do. 
1,"@starlightwriter I like very complicated technical forms, that I trick them out.  "
1,"Just tried PLO8, 4max for the first time against a couple of maniacs.  Scary for a few minutes, then...not so much.  "
0,@CalebSpillyards Ouch 
1,@DJ_Starlight The one chicks profile cracked me up.  Don't read it though...you're under age. 
1,@amymwright  Wish circumstances had us in the same city! I think we could really talk.
0,Hello getting ready for bed after I was looking for the cast of friends. I did not found everyone 
1,Yay 3 tvs in my room=3 Xbox =happy davie 
0,Will this bloody lurgy never end 
0,welp the movie is over...  it was really good tho
0,@wiphey  Heart Burn?   I thought you said yes to the symptoms tweet I forgot I asked you if you were ok first lol smh.
1,@gemmak500 But the first hour is the best. My daughter (3y) is driving with me. She loves busses. 
1,Off the phone after a big talk with Sarah-Jane  and the sad realization that I am lame. I shall bash her.
1,"http://twitpic.com/6r5f3 - used to have dark hair , just for a change want to explore some style "
0,"{does not understand those who twitter every 5 mins!} im so tired and im still sooooo sore, im gon bed. work tomorrow gah "
0, sorry my twats are all complaints. But i don't want to go to the ER. 
1,"nice luvvly day in the sun, then on to a masquerade ball - all in all im liking today "
0,"I find the thunder &amp; the rain that comes with it so cosy &amp; beautiful. I don't know why, but i just do. Wish i had someone to cosy up to. "
0,"@dramaticblondie awww I'm sorry  I am no Brandon, but I would have totally gone with you lol"
1,morning germany  one day left =P
0,"@SameerWangde #20 - Would be if I could get off this thing and get some kip, mate! Alarm goes off in an hour... "
1,eating pizza  omg so hungry for it &lt;3
0,Is waving Alice goodbye 
1,@whatsarahhhsays yeah girllll. check singer's blog 
1,I haven't slept this good in such a long time... I feel great. 
0,i think my external HD with all my music on it just completely crapped out on me  not good not good at all #fb
1,i'm home! good evening. 
1,Decided to curl up in bed with a book and then fall asleep  Yay for books/relaxing.
0,@justhamy 
0,@tacomachickadee  Hoping your friend and the dog will be okay!
0,@TeamTSwift same im just getting readylistening to JLS= Beat Again dont wanna go to dancing lessons 
1,Today must be 'Take Your Daughter to the Gynecologist Day' and 'Family Day at the OB/GYN'. What's with all the families in here? 
1,Happy birthday wonderful maryana!! And congratulations to victoria and alex 
0,"@ work. probably not a good idea to not wear the glasses today, now i have a headache "
1,come on! FOLLOW ME! 
0,@quinnifer_ you'd think maybe they would give us a brief idea. 
1,The TYS (ten-year series) will finally be on shelves by next month 
1,@devinair good to meet u yesterday! 
0,@Zaraa_x ah that's annoying 
1,@reneeporsia It's wash day so I wore the orange vest hoping it would distract you from my wardrobe malfunction 
1,gonna see if hope can spend the night tomorrow  life is good.
0,@fredyv Snowing now? It's raining now......   Uncool
1,Heyhey everyone!  soo happy to be sitting here on my couch. Im a semi-free bird now.soon to be a total one.That means..movie night!!!!! ;)
0,"@full_half yeah I do of course..btw we won't get to watch matches unless on friday, sat or sun  ..saw lakers game on an online stream.."
0,@skibumbrian777 so sorry...my 3 year old woke up with a nightmare   your trip sounds like so much fun!!!
1,@Toast_Scratcher *Giggling*  ooc:  these two blips are characters from around my part of the country    ? http://blip.fm/~5eh23
0,"For every problem, there's three more waiting in the wings...    Life is an endless void of SUCKITUDE right now.  6 more weeks...."
0,@funimation the video keeps erroring out for me after the commercial plays. 
0,"just back from beach, rather sunburnt  and my car got stuck in the ditch, but nadal lost so good day!!!!"
0,@willdarden by the way i love your twitter picture what kind of guitar is that i have a guitar the string broke though 
0,"hey guys i just woke up, it's six. i'm scared. it's raining. i live a sad life. "
0,"and ya, @sreejithraman da partey was fuN!!! bt 2 days in a row is prety tough on me  im getin sooo tired ..."
0,"sidenote, I can't wait to get this behind me...and something else behind me for that matter...I  miss being funny "
0,DRAT! someone found my secret 30s Nightgown set  its in a bidding war with 2 people. I really wanted to get a myself a birthday nightgown.
1,@onejan84 true.  it handles tabs better than most browsers (esp via tab mix plus) - just super ram-hungy
1,@smallbizlady Thank you for following me; I appreciate it! Look forward to your tweets! 
1,I'm so happy.   That's all. :}
1,"http://twitpic.com/6v42q - Busy day at Genesis Bicycles in Easton, PA. Got in a great ride, now hubby has some shop work to do "
1,@cheezdanish You're not alone. I got mad love for yah baybeh! 
1,@Jevener thank u! im going to review OG Kush today im loving it too many ppl say they got the Kush when they don't tho happy friday 
1,"alex, jessi &amp; me..... what a night in frankfurt "
0,"Yay, bubble tea and pizza for lunch! And beautiful weather! Too bad I have to work more  after this "
0,soooo wish i lived closer to london so i could go to kerrang awards! 
1,@jelenajensen Oh yeah I could tell the perfect background was deliberate. I was complimenting your design.  
0,at the hospital 
1,"@TabithaDunn Likewise, you do the same "
0,@chorale  2 older ones live in Montreal 500miles away don't see them much  sad
1,@drae  thank you!! Uhm...my whole life. Started doing my own music almost 2 years ago
0,itÂ´s raining 
0,says @prince967 and @silverstarlight left me by myself  haha oh well http://plurk.com/p/xi4zz
1,Just had Urban Standard for lunch with Molly. The tum-tum is happy! 
0,"@swaders Looks like it must be headed your way, because it stopped here "
0,"Tati, I sent you an emal doll, did you get it?    @littletati"
1,is a happy girl now!  http://plurk.com/p/1169jh
0,i really thought tht she would write bak. 
1,i'm curretly listening at James Morrison's album i really like his voice  kind d LSs on his song's   )
1,@ermadea Passed the satanic number of cult members now chick! Hope your day improves! 
0,just went to garden as Dog 1 was barking lots.. to find he has dug a great hole under the tree.  OH will NOT be happy!  
1,@fasterKYLE i'm seein you TUESDAY! get pumped 
1,finished homework   now i don't know what to do 
1,@Bmannn I'm so excited!!! 
0,@BIPINGU eww not sure i like that 
0,"is feeling sick, underloved and dosent want to study "
1,Going to one of my kids birthday party at chuck e cheese soon! Yayyyy seeing my kiddos 
0,"..ngeliat km dan fb mu sekarang, bikin kesel mulu  but i won't break it up, coz i still love you. Bingungggg putus ga ya pts ga yaa."
0,desparate over cancelled depeche mode concert... 
1,"HUM, Ding-Dong ? Ding -a- ling Sprat ? - A-Lot Act-ully  BUILDS CHARACTER"
0,"@jellobunnies sweet! im using that for more than half a year now, still running well! gotta put one side for army "
1,allrighty....time for my morning nap. Good 'night' for now 
0,.... Im sorry for hurting you.     @JessieMunns
0,wtf at facebook spam saying that my DAD is my secret admirer 
0,@mylove I'M LOOKING LIKE A BUNCH OF STRAWBERRIES WITHOUT A BASKET  
0,Air France confirms plane crash... 228 feared dead 
0,@gfalcone601 ah i love junkfoodtees! i never have enough money though  xx
1,Would be greatful if no-one spoils lost for me.  That is all. 
0,Let us pause as we remember my favorite flip flops.  They are gone. 
0,How i met your mother is on! I got kicked off the computer though 
1,@she_shines92 Yes it is 
1,"@harrrykins Teehee, you follow roblerone? "
0,Just had a great workout and miss my girl already 
1,Doing absolutely nothing alll weekend. How fun. 
0,hmm well nathing 
1,Very nice write up in the Sunday Express today - page 58 
0,cheated on her diet and ate cake 
0,@ProtesterHelp Colbert actually did show a user name. 
0,Science and maths text tomorow; get any worse?  x
1,is PISSED off the LAKERS WON&lt;---BITCH!!! and i miss my babe 
0,@salleegal I can't! I'm only 20! 
0,On my way to see the transformers movie  believe me this was not my choice
1,@AE3nn OF COURSE I downloaded Careless Whisper!  I'm kind of ODed on &quot;Wake Me Up&quot; though b/c of the college bars in the Midwest.
1,@supermega thanks  its the happiest ive been with a shot for ages!
1,Glorious morning going over Waterloo bridge with the sun glistening off the Thames...today will be a good day! 
0,so so tired.. 
1,@pixielily I saw that!!  I was wondering if you made it?? Quite appropiate!! 
0,Fish n chips just isn't the same without ketchup 
0,about to re-cast the stringcourse 
0,Had a reallly bad dream last night that all of my friends rejected me 
0,@ChrisRyanMusic i hate it when my dad comes to my room just to check if i'm sleeping..i always have to turn off my laptop harshley  lol
0,I'm such a failure 
1,"Good Morning tweeties! I'm off to make coffee and get ready for the day, tweet you all later "
1,Watching fob live from chicago theatre on fuse...good times 
1,@StacyCrisman Yay Macbooks! I am still thinking about it! 
1,Eating baby cookies; yuumm 
1,"@ebassman I'm up too,  together we shall study... "
1,@Reemski  pfftt nice guy doesn't cut it - make him work for it 
0,"@demilovatolover Yeah, she was mine too, until @TraceCyrus stepped in. "
1,cleaning...Mommy's coming to FL tomorrow 
0,doorbells being rung during naptime SUCK! blah. Lucas won't go back down but still needs longer 
1,cant wait to learn the guitar &lt;3 . 1st song i wanna learn is ... Beautiful 
1,"just hit the gym, now home for a cupcake and a coffee and getting ready for michis birthday tonight "
0,@Shnooky303  well she did get out of the hosptial last night but still
0,"@randallhaws Thanks Randall!  I tried it and made my own animated pic!  Like you said, too bad twitter doesn't support them anymore "
1,@Ms_Sassyred Thank you. So far the birthday weekend has been very nice. 
0,Watching i am sam   xBaby&lt;3Cakesx
0,Sitting here on a Friday because I have an assignment due for online class. 
1,@HappyHousewife That was suppossed to be a DM. I am doing to many things at once. 
1,Magic won! Magic won!!!! whooohhaa!! Howard you're the man! 
0,"holy jaysis, have had NO time to twitter today "
0,I wish I had a concept of what time it is right now....  not adjusting well. Obvs.
0,"@iggi199 I feel ya hon. Trying to fix Brads ma's computer, so slow and so many viruses... "
0,Thanks for all the bday wishes. It was a good bday even though the game got rained out  hopefully the rest of the series wont or sunday!
0,"3days... wahaha.. i seriously cant wait. but wait, exams first. "
0,i don't think eating lunch was such a good idea 
1,now work! Bye! 
1,@hatty_g jump of a bridge singing YMCA 
1,Did you know that it is physically impossible for you to lick your elbow? Try it!  - 6001 Crazy Facts
0,i want an iphone.but i don't want at&amp;t. 
1,Shayla is sitting in makeup.......TIRED!!!!      / 
1,another solid session @ultimate_bet . thinkin of moving up stakes soon 
0,"I joined Spotify to listen to Bill Callahan / Smog, but they have none  - anyway, can you Last.fm scrobble it? #spotify"
1,@IFLaMeSI No problem. That is what we are here for. 
1,"@Elise_Olivia Hahaha hmmmm  are u or arent you, that is the question"
1,"@peacemonkey7 You should, it Brill "
1,"hey guys, if you have something to ask, just ask, okay? we'll accept your critics and comments. thanks guys "
1,@chemicalzombie depends what ur in the mood to listen to 
1,"Last game day!!!! (8) , Ryoma &amp; Yukimura (Y) ... just doing homework and listening POT music "
0,I just bawled my eyes out watching marley and me  sad movie!! I love my puppy!!!
0,@KennethCK It was awesome! Too bad you're not here 
0,@brownsmoke09 3 brilliant things! unfortunately I am unable to grown facial hair 
0,Idk if im going to the movies tonight anymore  theres no one to go with.
0,"@ericswifetara I was lookin' forward to it, but sadly there is too much to be done these days  Icky was in the running for MOTM today!"
1,"@konghee hi Pastor, i enjoy reading your blog! awaiting more "
1,About to write a blog 
1,@makenai no problem 
0,@jlsyring you know i LOVE that place!  what a sad day...
0,"@dennispillion Have a great trip! I'm taking John to get his wisdom teeth taken out, which is significantly less fun. "
0,*minor headache cos of my cold  i dont want this to get worse~
0,I'm bored.  I don't know what to do without my little girl.    Life is so boring without her.  
0,@AlSween i think you'd be the first keyboard player with a caddie! AWESOME! LOL ;P i'm sicky poo!  
1,@DwightHoward Lol...  I mean tomorrow night...  I'm just so excited for the game...  I wish it was today...  Lol...  
0,@EPMorgan tis sunny up here! and i have volleyball work to do  was planning on going down to troon to watch beach volleyball but can't
0,twitter is not working properly on my phone  + I've just realised i've only got 3wks till my major assignments are due fuckkk
1,my brothers girlfriend  cousin plays for the texas rangers That's cool 
0,Having cold coffee. A relatively chilled day at work today. Feeling sleepy though. Looking forward to the weekend. Oh tomorrow is working 
1,@thebakeryboy Ooh! Is you across the pond then? 
0,@aplusk I only got a 2 on that game!!   I guess I need more practice!  Very funny though!
1,Just starting out on your Snowboard? http://bit.ly/QrKBh  Guide to Ride 
0,@Shaneplaysdrums  Lucky. I miss The Status.
1,".@shadowmaat btw, if i haven't said it before, your bio is FAB.  so funny. "
1,@luxofgodsgirls good. keep em coming. ill tape my eyes open to read em. 
1,@simplyvanessa Hmm i really love watching HSM and of crouse love ZANESSA 
0,almost fainted  i dont feel so good...
0,"KES &quot;Ambassador&quot;, just to check out the gyaldem for next year, sorry to say it dint look promising "
0,Guess today iÂ´ll have to stay longer in the office again - the work doesnÂ´t really go on because of that 
1,Morning Twitter! I'm fine at last!  I don't have sore throat any more!!! It will be a great day for me! )
0,at the dealer waiting for @kevind5 and for the storms to pass 
1,feels proud he's finally worked out how to use the &quot;@&quot; command! 
1,Co-hosting Art4Life on Monday June 1st at Cinespace with my fellow Gleeks! 
1,@beneubanks Dont forget to include the heat and humidity   #SHRM09
0,Don't wanna become a workaholic at a tender age!  But I have no choice. More files are piling up on my table! 
0,@ works 8 to 6 today  @livelaughsing the worst that could happen is that he tells my bro or he doesn't feel the same
1,@TheBibik ok.. getting there.. is there equivalents for the men? so a senior man will be baba and a junior will be babi ? 
1,@ladygaga saw you live in melbourne on tuesday! you were amazing!! 
0,"@Harishk Alas duty calls .... sigh, if only there were more &quot;professionals&quot; like me -  pampering will have to wait "
1,@thethirdrat Very welcome! Enjoying yr blips. 
0,i don't feel like i did all too well on my test today 
1,"@raewise I'm thrilled that we have such a great Indian food place so close to us!  You'll just have to come up here, we'll take you! "
1,@Evelienx k I will 
0,Slacks and boots are not the business!! I hate 'em and my feet hurt!!! 
0,FML  a bit upset at the moment
0,My last day working at Mystic Sbux today...   At least I get to see all the good people!
0,BROKE MY PHONE!!! Screen is white...I have to wait till I get off work manana to get a new one  I feel so lonely without it!! TTYL
1,Stability on one level opens creativity on another.  
1,@ColinUdeLewis I don't mind long reads tho have to find right time.  Use several progs to bookmark and make lists. Ever growing lists! 
0,Tiny daggers keep getting thrust into my heart - well I was the dumbass who decided to put myself in their path - BUT OWWW damn it!! 
1,"Orange juice for breakfast this morning, think I'll splurge at lunch! "
0,ree-heally hoping the rain stops by the time i get off the metro at courthouse. i didn't bring an umbrella today. 
1,@KidNovice lol...Pirates from Iowa ???...lol -- do u have ocean there?....:? 
1,@Fudge44 You're welcome 
1,@ProPixStream 
1,"@elisa2day I miss singing and playing with you, too! Maybe I can bring my guitar when I come up. "
0,I missed it last night  and it wasnt on 4od #bb10
1,@MrPointyHead  jealousy  is the first sign of one's success! hope you get a flight soon to this beautiful Europe 
1,"@ZoeBestel not only did it help, but you got us thinking in different directions as well. Only problem was when to stop "
0,I just saw the saddest little paralyzed bunny pull himself across the street in front of my car.. I'm so sad for it. 
0,"Hey Everybody I just did my work experience. It was so hard  few. Anyways, i just wanted to say hello and have a great day. Thankyou Lotte"
0,Dad will go back to Kuwait on 27th (Day after 2mro ) Am confused should I leave the home tomorrow ? or after dad's flight ? 
1,That was an excellent weekend.  The next 2 weeks are going to be great as well  
1,yeeah only 2 days and sims 3 is in stores  in Germany 
1,@MsAMay mmmm! Sounds good 
1,Wow! Just sampled the first-ever mushroom taco made @beabonehead. Very tummy and spicy! 
0,@DaniiHeartsLiLy LOL like your status.It's cause of all this shit on wikianswer and the Poem thing  BUT SUUURE URE LOVED BY ALL UR fRIENDS
1,@mubblegum  Hah!  Okay...I'll meet you in London in August with a shiny new iPhone!  (....or not)   
1,actually CANNOT believe how AMAZING The Script and Take That were 
0,im fucking miserable. &amp; im falling the fuck apart. 
0,@juliakontos my camp friend laffy(he called you a butch lesbian) isnt coming back to camp  he just told me. im sad. but kendra will fix it
0,@dreamgir1 is he really? that's sad 
1,@amberchildress That's a great idea to do the week before my furlough.  
0,@mwarf Yes rub it in. I'm sure you'll send your twitter updates everyday too. 
0,@simon_g83 Simon it's been far too long  Fi said Thurs suits you for coming out here? You should all come and we'll eat ice-cream! xxx
1,@SingmySorrow i have for itunes.. i can burn you the itunes copy if you want 
0,"@twcampbell318 oh no, sounds like you have the same level of coordination that I do "
1,"@papiRyRy Enjoy the M fudge...that is the best kind of fudge.  Well, maybe Swiss is better."
0,@hollywearsprada @thenewpsies the one year they don't do it  sad times
1,@StefanBelanic you shave your head yet?  
1,Chick-fil-a 
0,"Found a new guy who really likes me, and treats me like royalty. Whats sad? I cant learn to trust guys anymore for whats been done to me. "
0,This game makes me sad 
0,@CBJason Now which one was this a reply to?? Sorry TwitterBerry strips this information 
1,"About to grab a bite at snobs on shortland, purely due to the name. Hillbilly amongst the snobs "
0,"@adiedavis GOOD LUCK, although I will mis you.  "
1,"@FDerron Wow, thanx for the luv "
0,Why is it when I go to work at 2.30am do I think it will be a nice day and take camera to find by 9.00am it's cloudy and drizzly 
1,"Now if I could just find a man that's like my bear, I would be one very happy lady! LOL "
0,Heading out to take my Grandma to the doctor 
1,"@FERNANDODL its good for your skin keep it nice,clear and polished "
0,"@backstreetboys I don't know about Europe, but Brazil is Missing you a lot!!!  Kisses #BSB"
1,@harrisfellman keep up the good work. Feeling fit makes you enjoy life more 
0,@miyarenee09 i wish i had DVR! urg.. im not even watching it tho 
0,"@Yekith i just sent ya a pm. i really miss ya.  and poor guachi, poor thing... kiss him a lot for me because he's too pretty and needs to"
1,@VisionaryTress waking up to the sight of you next to me brings a smile to my face  &lt;3
0,"bristol trip is a mistake, how can it be so small and boring? Covered the whole city on foot in 2 hours "
1,"Got a lot of chores to do this afternoon.  Must browse musical profferngs that the Ipod has to offer, and create an up-musical selection! "
1,Going to the museum for 'Zoo Lab' on Sunday. 
1,@anirtakanna you'll be one of the first to know 
0,@GertieGamer Still a bit rubbish  decided to stay home today. Bit fed up.
1,@InnovaCamp Thanks again for retweeting 
1,Celebrating one year of happiness with the love of my life today. 
0,"Man I wanna be a pilot, so I could see the sun everyday, sick of this rain now "
1,Back at the office! Need me?? Come see me or call me cause I fo sho can't leave  Wait how am I getting home?
0,How can someone be so cruel?? I dont understand 
0,Is confused about so many things and so many people. I find it hard to read makes me sad 
1,@ToYKillAS .. I' ve to go and log out... Let's save the fun for later ??   
1,"@Oedipus_Lex I'm a woman; I'm always right ;) I bet they're at home, doine press-ups, right now "
1,@JonathanRKnight have a great time at dinner.  
1,@kamla I envy U! You're watching classics &amp; I'm getting ready 4 work. Do let me know about your thoughts on Escape from Alcatraz. Cheers 
1,Assassin's Creed II trailer looks great as the people in the game are original 
1,@tysonritteraar Hey Ty  Do you know about the german meaning of ur last name &amp; do u have any german ancestors? C u in Frankfurt 
1,@cdlowell A big atomic bomb blows up the world. Everyone is gone. That's how Lost ended 
1,"Haha, the bread tastes great! crusty &amp; chewey &amp; the whole apt smells good   http://bit.ly/47W69f This recipe, but subbed KA's White Wheat."
1,@Tatiana_K Thank you for the FF Love. 
0,@NicholeAudrey I tried...  
0,thought Ed McMahon was supposed to live forever.  #fb
1,"Happy &lt;3 id give up almost everything just 2 talk to him forever, and now that I can I feel calm like everything is how it should be "
0,@pallet2005 apologies don't fix hurt feelings kev.  anyway i'll get it from u next time I c u.
0,"@Bopsicle  Yep!.. and I need money to turn the laundry room into my room, LOL. can't do that til next summer thoug "
1,@twliciousness  @badbanana A new report ranks Nebraska number one in fiscal happiness. I th.. http://tinyurl.com/cda68o
0,not looking forward to my math final today.. 
1,@kollektor Thanks for he recommendation. I totally had Thai. 
1,@crazytwism yessssss  infinitely! 
1,"@elisahudson Hi Elisa, thanks for following! See that ur new here, welcome~ "
1,"Miranda has totally shut me down, and is completely right, but as my friend should still tell me! "
0,Working on the Williamsburgh Terrace and Brown Place Project Bids. Bids due on Monday morning 
1,"@Mjohnsmusic You have a gorgeous wife, Michael.  Have a great day!"
1,ohhh billyyyyyyyyyyyyyy. wingssssssssssssssssss! 
0,@MonaLiisa09 coming from eating i tried to go to sleep and went to sleep at like 2:00 am i woke up it was 4:0 fucking 7 lmao 
1,#musicmonday - Hey Gemini - free download for you -- this is one of my songs - lighthearted feel - enjoy!  http://bit.ly/HeyGemini
